Item Name,X,Y,Width,Height,Confidence
milk,0.7798220634460449,0.5284148693084717,0.2739414215087891,0.9012360572814941,0.92
orange,0.3868827819824219,0.7757133483886719,0.1497012138366699,0.22203559875488277,0.9
orange,0.5635557174682617,0.8483967065811158,0.15126800537109375,0.16518206596374518,0.85
apple,0.173023521900177,0.8499190330505371,0.16266887187957765,0.21752872467041018,0.7
